,Continent,Region,Origin,Female,Male
493,Africa,Western Africa,Marshall Islands,5.0,6.0
494,Africa,Western Africa,Mauritania,276848.0,368338.0
495,Africa,Western Africa,Mauritius,7.0,22.0
496,Africa,Western Africa,Mexico,7.0,22.0
497,Africa,Western Africa,Micronesia (Fed States of),3.0,2.0
498,Africa,Western Africa,Morocco,16049.0,15176.0
499,Africa,Western Africa,Mozambique,188.0,169.0
500,Africa,Western Africa,Myanmar,0.0,3.0
501,Africa,Western Africa,Namibia,1.0,4.0
502,Africa,Western Africa,Nauru,11.0,24.0
503,Africa,Western Africa,Nepal,11.0,37.0
504,Africa,Western Africa,Netherlands,1264.0,1547.0
505,Africa,Western Africa,New Zealand,0.0,3.0
506,Africa,Western Africa,Nicaragua,3.0,6.0
507,Africa,Western Africa,Niger,639375.0,995912.0
508,Africa,Western Africa,Nigeria,644452.0,715282.0
509,Africa,Western Africa,Norway,0.0,3.0
510,Africa,Western Africa,Pakistan,342.0,523.0
511,Africa,Western Africa,Palau,7.0,10.0
512,Africa,Western Africa,Papua New Guinea,7.0,24.0
513,Africa,Western Africa,Paraguay,0.0,0.0
514,Africa,Western Africa,Peru,6.0,19.0
515,Africa,Western Africa,Philippines,83.0,97.0
516,Africa,Western Africa,Poland,155.0,143.0
517,Africa,Western Africa,Portugal,6810.0,7315.0
518,Africa,Western Africa,Republic of Korea,1116.0,1525.0
519,Africa,Western Africa,Republic of Moldova,1.0,4.0
520,Africa,Western Africa,Romania,1.0,8.0
521,Africa,Western Africa,Russian Federation,3865.0,4513.0
522,Africa,Western Africa,Rwanda,6623.0,5794.0
523,Africa,Western Africa,Saint Vincent and the Grenadines,21.0,37.0
524,Africa,Western Africa,Samoa,21.0,33.0
525,Africa,Western Africa,Sao Tome and Principe,9301.0,8159.0
526,Africa,Western Africa,Saudi Arabia,9062.0,8815.0
527,Africa,Western Africa,Senegal,682682.0,800547.0
528,Africa,Western Africa,Serbia,1.0,2.0
529,Africa,Western Africa,Seychelles,1.0,4.0
530,Africa,Western Africa,Sierra Leone,583812.0,576646.0
531,Africa,Western Africa,Singapore,1092.0,1326.0
532,Africa,Western Africa,Slovenia,21.0,33.0
533,Africa,Western Africa,Solomon Islands,7.0,16.0
534,Africa,Western Africa,Somalia,3.0,8.0
535,Africa,Western Africa,South Africa,2314.0,3130.0
536,Africa,Western Africa,South Sudan,1.0,4.0
537,Africa,Western Africa,Spain,2770.0,3649.0
538,Africa,Western Africa,Sri Lanka,59.0,74.0
539,Africa,Western Africa,State of Palestine,478.0,586.0
540,Africa,Western Africa,Sudan,2751.0,2654.0
541,Africa,Western Africa,Sweden,2157.0,2322.0
542,Africa,Western Africa,Switzerland,734.0,942.0
543,Africa,Western Africa,Syrian Arab Republic,889.0,1157.0
544,Africa,Western Africa,Tajikistan,0.0,1.0
545,Africa,Western Africa,Thailand,856.0,569.0
546,Africa,Western Africa,Timor-Leste,32.0,47.0
547,Africa,Western Africa,Togo,1012019.0,999655.0
548,Africa,Western Africa,Tonga,793.0,1106.0
549,Africa,Western Africa,Tunisia,1269.0,1469.0
550,Africa,Western Africa,Turkey,63.0,93.0
551,Africa,Western Africa,Turks and Caicos Islands,1092.0,861.0
552,Africa,Western Africa,Tuvalu,0.0,1.0
553,Africa,Western Africa,Uganda,0.0,1.0
554,Africa,Western Africa,Ukraine,270.0,317.0
555,Africa,Western Africa,United Arab Emirates,4527.0,4935.0
556,Africa,Western Africa,United Kingdom,8185.0,9034.0
557,Africa,Western Africa,United Republic of Tanzania,1626.0,1044.0
558,Africa,Western Africa,United States Virgin Islands,871.0,852.0
559,Africa,Western Africa,United States of America,18405.0,19615.0
560,Africa,Western Africa,Uruguay,780.0,704.0
561,Africa,Western Africa,Uzbekistan,0.0,1.0
562,Africa,Western Africa,Viet Nam,1.0,12.0
563,Africa,Western Asia,Armenia,589329.0,532802.0
564,Africa,Western Asia,Australia,30748.0,26878.0
565,Africa,Western Asia,Austria,70842.0,63798.0
566,Africa,Western Asia,Azerbaijan,814834.0,611312.0
567,Africa,Western Asia,Bahamas,0.0,0.0
568,Africa,Western Asia,Bahrain,43082.0,39410.0
569,Africa,Western Asia,Bangladesh,2262126.0,10768328.0
570,Africa,Western Asia,Belarus,127610.0,97323.0
571,Africa,Western Asia,Belgium,51570.0,42920.0
572,Africa,Western Asia,Belize,0.0,0.0
573,Africa,Western Asia,Benin,0.0,39.0
574,Africa,Western Asia,Bermuda,0.0,0.0
575,Africa,Western Asia,Bolivia (Plurinational State of),17.0,32.0
576,Africa,Western Asia,Bosnia and Herzegovina,13690.0,14458.0
577,Africa,Western Asia,Botswana,17.0,22.0
578,Africa,Western Asia,Brazil,32632.0,24810.0
579,Africa,Western Asia,British Virgin Islands,252.0,201.0
580,Africa,Western Asia,Brunei Darussalam,193.0,36.0
581,Africa,Western Asia,Bulgaria,2032209.0,1562886.0
582,Africa,Western Asia,Burundi,0.0,17.0
583,Africa,Western Asia,Cambodia,0.0,0.0
584,Africa,Western Asia,Cameroon,127.0,150.0
585,Africa,Western Asia,Canada,35265.0,31309.0
586,Africa,Western Asia,Central African Republic,39.0,33.0
587,Africa,Western Asia,Chad,26766.0,34007.0
588,Africa,Western Asia,Chile,11961.0,10165.0
589,Africa,Western Asia,China,103801.0,36853.0
590,Africa,Western Asia,"China, Hong Kong SAR",296.0,350.0
591,Africa,Western Asia,Colombia,9480.0,6459.0
592,Africa,Western Asia,Costa Rica,171.0,170.0
593,Africa,Western Asia,Croatia,1185.0,797.0
594,Africa,Western Asia,Cuba,234.0,257.0
595,Africa,Western Asia,Cyprus,40687.0,33449.0
596,Africa,Western Asia,Czechia,5955.0,4609.0
597,Africa,Western Asia,Dem People's Republic of Korea,386.0,666.0
598,Africa,Western Asia,Democratic Republic of the Congo,1939.0,1705.0
599,Africa,Western Asia,Denmark,18794.0,13892.0
600,Africa,Western Asia,Djibouti,17.0,0.0
601,Africa,Western Asia,Dominica,0.0,0.0
602,Africa,Western Asia,Dominican Republic,39.0,10.0
603,Africa,Western Asia,Ecuador,17.0,22.0
604,Africa,Western Asia,Egypt,4107475.0,8211454.0
605,Africa,Western Asia,El Salvador,17.0,32.0
606,Africa,Western Asia,Eritrea,44155.0,94661.0
607,Africa,Western Asia,Estonia,3588.0,2672.0
608,Africa,Western Asia,Eswatini,302.0,157.0
609,Africa,Western Asia,Ethiopia,484392.0,765995.0
610,Africa,Western Asia,Fiji,17.0,0.0
611,Africa,Western Asia,Finland,9526.0,5898.0
612,Africa,Western Asia,France,219390.0,217614.0
613,Africa,Western Asia,French Guiana,0.0,0.0
614,Africa,Western Asia,Georgia,367913.0,312114.0
615,Africa,Western Asia,Germany,1128771.0,910782.0
616,Africa,Western Asia,Ghana,382.0,1175.0
617,Africa,Western Asia,Gibraltar,0.0,17.0
618,Africa,Western Asia,Greece,339125.0,296804.0
619,Africa,Western Asia,Guadeloupe,148.0,133.0
620,Africa,Western Asia,Guam,0.0,0.0
621,Africa,Western Asia,Guatemala,0.0,0.0
622,Africa,Western Asia,Guinea,0.0,0.0
623,Africa,Western Asia,Haiti,17.0,0.0
624,Africa,Western Asia,Honduras,0.0,17.0
625,Africa,Western Asia,Hungary,59413.0,48766.0
626,Africa,Western Asia,Iceland,263.0,152.0
627,Africa,Western Asia,India,8618178.0,26320031.0
628,Africa,Western Asia,Indonesia,3745388.0,5808651.0
629,Africa,Western Asia,Iran (Islamic Republic of),370513.0,407808.0
630,Africa,Western Asia,Iraq,2399799.0,2416478.0
631,Africa,Western Asia,Ireland,4550.0,3036.0
632,Africa,Western Asia,Israel,333042.0,256764.0
633,Africa,Western Asia,Italy,30770.0,29099.0
634,Africa,Western Asia,Jamaica,39.0,33.0
635,Africa,Western Asia,Japan,7783.0,6526.0
636,Africa,Western Asia,Jordan,968056.0,1615685.0
637,Africa,Western Asia,Kazakhstan,92730.0,73991.0
638,Africa,Western Asia,Kenya,586.0,871.0
639,Africa,Western Asia,Kuwait,167133.0,301201.0
640,Africa,Western Asia,Kyrgyzstan,24824.0,22368.0
641,Africa,Western Asia,Lao People's Democratic Republic,17.0,0.0
642,Africa,Western Asia,Latvia,26689.0,20998.0
643,Africa,Western Asia,Lebanon,331929.0,648440.0
644,Africa,Western Asia,Libya,94160.0,100438.0
645,Africa,Western Asia,Lithuania,35218.0,27220.0
646,Africa,Western Asia,Luxembourg,187.0,131.0
647,Africa,Western Asia,Madagascar,17.0,22.0
648,Africa,Western Asia,Malawi,17.0,22.0
649,Africa,Western Asia,Malaysia,2539.0,2977.0
650,Africa,Western Asia,Malta,231.0,184.0
651,Africa,Western Asia,Martinique,0.0,0.0
652,Africa,Western Asia,Mauritania,516.0,1466.0
653,Africa,Western Asia,Mauritius,17.0,32.0
654,Africa,Western Asia,Mexico,8510.0,7650.0
655,Africa,Western Asia,Mongolia,706.0,585.0
656,Africa,Western Asia,Morocco,620014.0,588028.0
657,Africa,Western Asia,Mozambique,39.0,10.0
658,Africa,Western Asia,Myanmar,336909.0,732665.0
659,Africa,Western Asia,Namibia,0.0,17.0
660,Africa,Western Asia,Nepal,588931.0,2038652.0
661,Africa,Western Asia,Netherlands,107254.0,100600.0
662,Africa,Western Asia,New Zealand,1595.0,1154.0
663,Africa,Western Asia,Nicaragua,17.0,32.0
664,Africa,Western Asia,Niger,17.0,22.0
665,Africa,Western Asia,Nigeria,28482.0,63869.0
666,Africa,Western Asia,North Macedonia,428166.0,449814.0
667,Africa,Western Asia,Norway,12143.0,10752.0
668,Africa,Western Asia,Oman,37086.0,34659.0
669,Africa,Western Asia,Pakistan,3286771.0,9674755.0
670,Africa,Western Asia,Panama,17.0,77.0
671,Africa,Western Asia,Paraguay,39.0,0.0
672,Africa,Western Asia,Peru,7033.0,5572.0
673,Africa,Western Asia,Philippines,2278266.0,4078049.0
674,Africa,Western Asia,Poland,306587.0,246068.0
675,Africa,Western Asia,Portugal,941.0,722.0
676,Africa,Western Asia,Puerto Rico,0.0,17.0
677,Africa,Western Asia,Qatar,44461.0,39614.0
678,Africa,Western Asia,Republic of Korea,2229.0,1795.0
679,Africa,Western Asia,Republic of Moldova,93085.0,66188.0
680,Africa,Western Asia,Romania,545316.0,415095.0
681,Africa,Western Asia,Russian Federation,1141301.0,795475.0
682,Africa,Western Asia,Rwanda,0.0,0.0
683,Africa,Western Asia,Saint Vincent and the Grenadines,0.0,0.0
684,Africa,Western Asia,Saudi Arabia,146060.0,197653.0
685,Africa,Western Asia,Senegal,171.0,267.0
686,Africa,Western Asia,Serbia,7157.0,5773.0
687,Africa,Western Asia,Seychelles,17.0,22.0
688,Africa,Western Asia,Sierra Leone,0.0,17.0
689,Africa,Western Asia,Singapore,928.0,429.0
690,Africa,Western Asia,Slovakia,1576.0,1192.0
691,Africa,Western Asia,Slovenia,517.0,438.0
692,Africa,Western Asia,Somalia,486489.0,608438.0
693,Africa,Western Asia,South Africa,53737.0,46256.0
694,Africa,Western Asia,South Sudan,31104.0,61133.0
695,Africa,Western Asia,Spain,15706.0,12194.0
696,Africa,Western Asia,Sri Lanka,1389021.0,2101060.0
697,Africa,Western Asia,State of Palestine,9057564.0,8849351.0
698,Africa,Western Asia,Sudan,1063267.0,2095927.0
699,Africa,Western Asia,Suriname,17.0,0.0
700,Africa,Western Asia,Sweden,24969.0,18970.0
701,Africa,Western Asia,Switzerland,54059.0,44551.0
702,Africa,Western Asia,Syrian Arab Republic,6438071.0,8858486.0
703,Africa,Western Asia,Tajikistan,15915.0,14951.0
704,Africa,Western Asia,Thailand,29665.0,58811.0
705,Africa,Western Asia,Trinidad and Tobago,62.0,10.0
706,Africa,Western Asia,Tunisia,130766.0,134121.0
707,Africa,Western Asia,Turkey,246727.0,365787.0
708,Africa,Western Asia,Turkmenistan,20580.0,21761.0
709,Africa,Western Asia,Uganda,17.0,77.0
710,Africa,Western Asia,Ukraine,710975.0,549784.0
711,Africa,Western Asia,United Arab Emirates,193566.0,254775.0
712,Africa,Western Asia,United Kingdom,334706.0,374013.0
713,Africa,Western Asia,United Republic of Tanzania,511.0,1541.0
714,Africa,Western Asia,United States of America,369106.0,400763.0
715,Africa,Western Asia,Uruguay,21021.0,18250.0
716,Africa,Western Asia,Uzbekistan,199452.0,174747.0
717,Africa,Western Asia,Venezuela (Bolivarian Republic of),2334.0,1921.0
718,Africa,Western Asia,Viet Nam,693.0,566.0
719,America,Caribbean,Aruba,18109.0,14016.0
720,America,Caribbean,Australia,998.0,1153.0
721,America,Caribbean,Austria,1249.0,4940.0
722,America,Caribbean,Bahamas,5458.0,5481.0
723,America,Caribbean,Bahrain,24.0,132.0
724,America,Caribbean,Barbados,15855.0,16846.0
725,America,Caribbean,Belgium,3036.0,3609.0
726,America,Caribbean,Belize,1185.0,1307.0
727,America,Caribbean,Bermuda,264.0,427.0
728,America,Caribbean,Bhutan,0.0,64.0
729,America,Caribbean,Bolivia (Plurinational State of),1415.0,1609.0
730,America,Caribbean,"Bonaire, Sint Eustatius and Saba",5886.0,4754.0
731,America,Caribbean,Bosnia and Herzegovina,0.0,41.0
732,America,Caribbean,Botswana,18.0,30.0
733,America,Caribbean,Brazil,4715.0,4099.0
734,America,Caribbean,British Virgin Islands,16318.0,12661.0
735,America,Caribbean,Bulgaria,1306.0,1344.0
736,America,Caribbean,Burundi,24.0,0.0
737,America,Caribbean,Cabo Verde,24.0,0.0
738,America,Caribbean,Cambodia,426.0,458.0
739,America,Caribbean,Cameroon,39.0,53.0
740,America,Caribbean,Canada,40006.0,40231.0
741,America,Caribbean,Cayman Islands,55.0,100.0
742,America,Caribbean,Central African Republic,193.0,297.0
743,America,Caribbean,Chad,0.0,24.0
744,America,Caribbean,Channel Islands,43.0,44.0
745,America,Caribbean,Chile,7959.0,10717.0
746,America,Caribbean,China,22643.0,28769.0
747,America,Caribbean,"China, Hong Kong SAR",425.0,730.0
748,America,Caribbean,Colombia,80799.0,60467.0
749,America,Caribbean,Cook Islands,46.0,18.0
750,America,Caribbean,Costa Rica,8598.0,6958.0
751,America,Caribbean,Cuba,97888.0,94504.0
752,America,Caribbean,Curaçao,21156.0,21995.0
753,America,Caribbean,Czechia,827.0,580.0
754,America,Caribbean,Denmark,182.0,429.0
755,America,Caribbean,Dominica,74531.0,59869.0
756,America,Caribbean,Dominican Republic,314208.0,247617.0
757,America,Caribbean,Ecuador,6109.0,5458.0
758,America,Caribbean,Egypt,289.0,286.0
759,America,Caribbean,El Salvador,4303.0,4076.0
760,America,Caribbean,Estonia,34.0,21.0
761,America,Caribbean,Eswatini,23.0,18.0
762,America,Caribbean,Ethiopia,219.0,179.0
763,America,Caribbean,Finland,144.0,185.0
764,America,Caribbean,France,344204.0,313590.0
765,America,Caribbean,French Guiana,12064.0,7605.0
766,America,Caribbean,Germany,21251.0,27555.0
767,America,Caribbean,Ghana,220.0,368.0
768,America,Caribbean,Greece,382.0,739.0
769,America,Caribbean,Greenland,349.0,254.0
770,America,Caribbean,Grenada,52823.0,43168.0
771,America,Caribbean,Guadeloupe,27169.0,15703.0
772,America,Caribbean,Guatemala,4586.0,4934.0
773,America,Caribbean,Guyana,93225.0,79023.0
774,America,Caribbean,Haiti,943889.0,1597676.0
775,America,Caribbean,Honduras,9160.0,7140.0
776,America,Caribbean,Hungary,397.0,355.0
777,America,Caribbean,India,12502.0,20373.0
778,America,Caribbean,Indonesia,743.0,851.0
779,America,Caribbean,Iran (Islamic Republic of),63.0,375.0
780,America,Caribbean,Iraq,28.0,89.0
781,America,Caribbean,Ireland,1076.0,1180.0
782,America,Caribbean,Israel,521.0,977.0
783,America,Caribbean,Italy,17779.0,40009.0
784,America,Caribbean,Jamaica,98598.0,68192.0
785,America,Caribbean,Japan,4919.0,5288.0
786,America,Caribbean,Jordan,512.0,464.0
787,America,Caribbean,Kazakhstan,18.0,30.0
788,America,Caribbean,Kenya,205.0,96.0
789,America,Caribbean,Lebanon,4463.0,6617.0
790,America,Caribbean,Malaysia,211.0,164.0
791,America,Caribbean,Malta,121.0,95.0
792,America,Caribbean,Martinique,34163.0,27593.0
793,America,Caribbean,Mexico,18955.0,16763.0
794,America,Caribbean,Montserrat,8871.0,8329.0
795,America,Caribbean,Morocco,64.0,135.0
796,America,Caribbean,Netherlands,49412.0,51124.0
797,America,Caribbean,New Zealand,253.0,324.0
798,America,Caribbean,Nicaragua,6630.0,5102.0
799,America,Caribbean,Niger,0.0,169.0
800,America,Caribbean,Nigeria,1801.0,2633.0
801,America,Caribbean,North Macedonia,35.0,78.0
802,America,Caribbean,Norway,220.0,338.0
803,America,Caribbean,Pakistan,453.0,1227.0
804,America,Caribbean,Panama,8089.0,7772.0
805,America,Caribbean,Paraguay,121.0,207.0
806,America,Caribbean,Peru,14007.0,16511.0
807,America,Caribbean,Philippines,9864.0,10537.0
808,America,Caribbean,Poland,2305.0,677.0
809,America,Caribbean,Portugal,6189.0,6362.0
810,America,Caribbean,Puerto Rico,48753.0,46364.0
811,America,Caribbean,Republic of Korea,2050.0,2623.0
812,America,Caribbean,Republic of Moldova,34.0,28.0
813,America,Caribbean,Romania,496.0,643.0
814,America,Caribbean,Russian Federation,11003.0,5992.0
815,America,Caribbean,Réunion,3406.0,1561.0
816,America,Caribbean,Saint Helena,357.0,350.0
817,America,Caribbean,Saint Kitts and Nevis,42106.0,36416.0
818,America,Caribbean,Saint Lucia,44268.0,35748.0
819,America,Caribbean,Saint Pierre and Miquelon,154.0,221.0
820,America,Caribbean,Saint Vincent and the Grenadines,62439.0,52409.0
821,America,Caribbean,Saudi Arabia,11.0,143.0
822,America,Caribbean,Serbia,422.0,538.0
823,America,Caribbean,Sint Maarten (Dutch part),4420.0,5271.0
824,America,Caribbean,South Africa,902.0,1134.0
825,America,Caribbean,Spain,52867.0,65853.0
826,America,Caribbean,Sri Lanka,84.0,104.0
827,America,Caribbean,State of Palestine,409.0,396.0
828,America,Caribbean,Suriname,14899.0,12302.0
829,America,Caribbean,Sweden,1353.0,536.0
830,America,Caribbean,Switzerland,6878.0,10858.0
831,America,Caribbean,Syrian Arab Republic,2318.0,2440.0
832,America,Caribbean,Thailand,129.0,385.0
833,America,Caribbean,Trinidad and Tobago,45187.0,37856.0
834,America,Caribbean,Turkey,312.0,541.0
835,America,Caribbean,Turks and Caicos Islands,5567.0,4017.0
836,America,Caribbean,Uganda,30.0,11.0
837,America,Caribbean,Ukraine,3512.0,1532.0
838,America,Caribbean,United Kingdom,67351.0,68410.0
839,America,Caribbean,United Republic of Tanzania,80.0,7.0
840,America,Caribbean,United States Virgin Islands,8785.0,11710.0
841,America,Caribbean,United States of America,960589.0,889415.0
842,America,Caribbean,Uruguay,5353.0,3614.0
843,America,Caribbean,Venezuela (Bolivarian Republic of),76869.0,76433.0
844,America,Caribbean,Viet Nam,360.0,329.0
845,America,Central America,Armenia,297.0,321.0
846,America,Central America,Aruba,57.0,115.0
847,America,Central America,Australia,2270.0,2419.0
848,America,Central America,Austria,2500.0,2920.0
849,America,Central America,Azerbaijan,6.0,9.0
850,America,Central America,Bahamas,217.0,255.0
851,America,Central America,Bahrain,0.0,6.0
852,America,Central America,Bangladesh,109.0,400.0
853,America,Central America,Barbados,409.0,350.0
854,America,Central America,Belarus,15.0,13.0
855,America,Central America,Belgium,4268.0,5332.0
856,America,Central America,Belize,12551.0,10705.0
857,America,Central America,Benin,6.0,0.0
858,America,Central America,Bermuda,23.0,28.0
859,America,Central America,Bhutan,6.0,14.0
860,America,Central America,Bolivia (Plurinational State of),8629.0,10193.0
861,America,Central America,Brazil,25206.0,20719.0
862,America,Central America,Bulgaria,1516.0,1315.0
863,America,Central America,Cambodia,15.0,0.0
864,America,Central America,Cameroon,64.0,143.0
865,America,Central America,Canada,38250.0,40343.0
866,America,Central America,Cayman Islands,254.0,304.0
867,America,Central America,Central African Republic,6.0,22.0
868,America,Central America,Channel Islands,397.0,191.0
869,America,Central America,Chile,30364.0,30324.0
870,America,Central America,China,68268.0,85551.0
871,America,Central America,"China, Hong Kong SAR",8307.0,9470.0
872,America,Central America,"China, Macao SAR",1.0,6.0
873,America,Central America,Colombia,216950.0,188720.0
874,America,Central America,Congo,15.0,27.0
875,America,Central America,Costa Rica,71743.0,65850.0
876,America,Central America,Croatia,367.0,683.0
877,America,Central America,Cuba,56631.0,64319.0
878,America,Central America,Curaçao,314.0,118.0
879,America,Central America,Cyprus,1.0,14.0
880,America,Central America,Czechia,1443.0,1114.0
881,America,Central America,Côte d'Ivoire,134.0,187.0
882,America,Central America,Dem People's Republic of Korea,3814.0,5035.0
883,America,Central America,Democratic Republic of the Congo,187.0,404.0
884,America,Central America,Denmark,1244.0,2009.0
885,America,Central America,Dominica,187.0,93.0
886,America,Central America,Dominican Republic,38729.0,20736.0
887,America,Central America,Ecuador,19155.0,21270.0
888,America,Central America,Egypt,747.0,1167.0
889,America,Central America,El Salvador,660050.0,561543.0
890,America,Central America,Estonia,15.0,0.0
891,America,Central America,Eswatini,1.0,5.0
892,America,Central America,Ethiopia,161.0,273.0
893,America,Central America,Fiji,6.0,0.0
894,America,Central America,Finland,674.0,451.0
895,America,Central America,France,29853.0,33319.0
896,America,Central America,French Guiana,90.0,78.0
897,America,Central America,Gabon,6.0,0.0
898,America,Central America,Georgia,52.0,201.0
899,America,Central America,Germany,29025.0,36665.0
900,America,Central America,Ghana,0.0,6.0
901,America,Central America,Gibraltar,20.0,0.0
902,America,Central America,Greece,1098.0,2823.0
903,America,Central America,Greenland,1177.0,1098.0
904,America,Central America,Grenada,73.0,90.0
905,America,Central America,Guam,15.0,13.0
906,America,Central America,Guatemala,255534.0,253382.0
907,America,Central America,Guyana,179.0,254.0
908,America,Central America,Haiti,3199.0,4393.0
909,America,Central America,Honduras,177554.0,144035.0
910,America,Central America,Hungary,1809.0,1391.0
911,America,Central America,Iceland,6.0,1.0
912,America,Central America,India,11540.0,19132.0
913,America,Central America,Indonesia,735.0,1138.0
914,America,Central America,Iran (Islamic Republic of),757.0,1997.0
915,America,Central America,Iraq,129.0,264.0
916,America,Central America,Ireland,935.0,1555.0
917,America,Central America,Israel,7145.0,11269.0
918,America,Central America,Italy,20050.0,39109.0
919,America,Central America,Jamaica,4907.0,4874.0
920,America,Central America,Japan,14189.0,16920.0
921,America,Central America,Jordan,428.0,948.0
922,America,Central America,Kazakhstan,28.0,0.0
923,America,Central America,Kenya,213.0,212.0
924,America,Central America,Lao People's Democratic Republic,15.0,5.0
925,America,Central America,Latvia,125.0,82.0
926,America,Central America,Lebanon,4982.0,6875.0
927,America,Central America,Libya,79.0,166.0
928,America,Central America,Liechtenstein,6.0,14.0
929,America,Central America,Lithuania,426.0,371.0
930,America,Central America,Luxembourg,53.0,20.0
931,America,Central America,Madagascar,15.0,0.0
932,America,Central America,Malaysia,243.0,281.0
933,America,Central America,Maldives,6.0,0.0
934,America,Central America,Martinique,6.0,14.0
935,America,Central America,Mexico,82356.0,87263.0
936,America,Central America,Monaco,0.0,6.0
937,America,Central America,Mongolia,19.0,51.0
938,America,Central America,Montserrat,15.0,5.0
939,America,Central America,Morocco,835.0,1166.0
940,America,Central America,Mozambique,15.0,5.0
941,America,Central America,Myanmar,44.0,465.0
942,America,Central America,Nepal,6.0,36.0
943,America,Central America,Netherlands,6098.0,9192.0
944,America,Central America,New Zealand,434.0,550.0
945,America,Central America,Nicaragua,902683.0,856032.0
946,America,Central America,Nigeria,296.0,884.0
947,America,Central America,North Macedonia,61.0,81.0
948,America,Central America,Norway,672.0,1082.0
949,America,Central America,Oman,0.0,15.0
950,America,Central America,Pakistan,431.0,923.0
951,America,Central America,Panama,58238.0,61269.0
952,America,Central America,Paraguay,2477.0,2082.0
953,America,Central America,Peru,36817.0,45137.0
954,America,Central America,Philippines,2527.0,8135.0
955,America,Central America,Poland,6150.0,4373.0
956,America,Central America,Portugal,1635.0,3237.0
957,America,Central America,Puerto Rico,8575.0,10087.0
958,America,Central America,Qatar,6.0,9.0
959,America,Central America,Republic of Korea,10300.0,13928.0
960,America,Central America,Republic of Moldova,6.0,14.0
961,America,Central America,Romania,1988.0,1851.0
962,America,Central America,Russian Federation,12241.0,8819.0
963,America,Central America,Rwanda,6.0,0.0
964,America,Central America,Saint Kitts and Nevis,6.0,0.0
965,America,Central America,Saint Lucia,6.0,1.0
966,America,Central America,Saint Pierre and Miquelon,107.0,109.0
967,America,Central America,Saint Vincent and the Grenadines,0.0,6.0
968,America,Central America,Saudi Arabia,511.0,995.0
969,America,Central America,Senegal,611.0,567.0
970,America,Central America,Serbia,189.0,262.0
971,America,Central America,Singapore,273.0,296.0
972,America,Central America,Slovakia,467.0,328.0
973,America,Central America,Slovenia,164.0,174.0
974,America,Central America,Somalia,166.0,41.0
975,America,Central America,South Africa,764.0,794.0
976,America,Central America,Spain,91453.0,114126.0
977,America,Central America,Sri Lanka,0.0,6.0
978,America,Central America,State of Palestine,1115.0,1352.0
979,America,Central America,Sudan,0.0,6.0
980,America,Central America,Suriname,45.0,54.0
981,America,Central America,Sweden,2686.0,3427.0
982,America,Central America,Switzerland,7898.0,10710.0
983,America,Central America,Syrian Arab Republic,1555.0,2653.0
984,America,Central America,Thailand,437.0,685.0
985,America,Central America,Trinidad and Tobago,471.0,507.0
986,America,Central America,Tunisia,15.0,5.0
987,America,Central America,Turkey,1199.0,1593.0
988,America,Central America,Uganda,15.0,33.0
989,America,Central America,Ukraine,2598.0,2951.0
990,America,Central America,United Kingdom,17032.0,21677.0
991,America,Central America,United Republic of Tanzania,15.0,5.0
992,America,Central America,United States Virgin Islands,20.0,16.0
993,America,Central America,United States of America,1922293.0,1958718.0
994,America,Central America,Uruguay,11160.0,11196.0
995,America,Central America,Uzbekistan,6.0,0.0
996,America,Central America,Venezuela (Bolivarian Republic of),57864.0,50346.0
997,America,Central America,Viet Nam,299.0,434.0
998,America,North America,Armenia,262392.0,254528.0
999,America,North America,Aruba,22583.0,15699.0
1000,America,North America,Australia,373821.0,221931.0
1001,America,North America,Austria,350226.0,222789.0
1002,America,North America,Azerbaijan,65432.0,62837.0
1003,America,North America,Bahamas,127902.0,91377.0
1004,America,North America,Bahrain,4433.0,4908.0
1005,America,North America,Bangladesh,541217.0,591766.0
1006,America,North America,Barbados,251167.0,212320.0
1007,America,North America,Belarus,186820.0,180143.0
1008,America,North America,Belgium,205507.0,165383.0
1009,America,North America,Belize,187035.0,134828.0
1010,America,North America,Benin,3423.0,4696.0
1011,America,North America,Bermuda,36446.0,35637.0
1012,America,North America,Bhutan,5490.0,5510.0
1013,America,North America,Bolivia (Plurinational State of),241604.0,234411.0
1014,America,North America,"Bonaire, Sint Eustatius and Saba",6915.0,5773.0
1015,America,North America,Bosnia and Herzegovina,463941.0,452453.0
1016,America,North America,Botswana,1428.0,1071.0
1017,America,North America,Brazil,1227221.0,790692.0
1018,America,North America,British Virgin Islands,284.0,270.0
1019,America,North America,Brunei Darussalam,12888.0,13116.0
1020,America,North America,Bulgaria,198280.0,206415.0
1021,America,North America,Burkina Faso,2775.0,2847.0
1022,America,North America,Burundi,14173.0,13691.0
1023,America,North America,Cabo Verde,113964.0,97506.0
1024,America,North America,Cambodia,640383.0,558299.0
1025,America,North America,Cameroon,104905.0,121404.0
1026,America,North America,Canada,3853905.0,1908488.0
1027,America,North America,Cayman Islands,517.0,554.0
1028,America,North America,Central African Republic,1341.0,1344.0
1029,America,North America,Chad,2395.0,2714.0
1030,America,North America,Chile,429561.0,333919.0
1031,America,North America,China,7803030.0,7301603.0
1032,America,North America,"China, Hong Kong SAR",1456545.0,1376885.0
1033,America,North America,"China, Macao SAR",52262.0,49132.0
1034,America,North America,Colombia,2323142.0,1869093.0
1035,America,North America,Comoros,279.0,261.0
1036,America,North America,Congo,3273.0,3996.0
1037,America,North America,Costa Rica,330270.0,225982.0
1038,America,North America,Croatia,235640.0,226408.0
