,Continent,Region,Origin,Female,Male
1039,America,North America,Cuba,3703017.0,3367893.0
1040,America,North America,Curaçao,22917.0,19211.0
1041,America,North America,Cyprus,57850.0,71214.0
1042,America,North America,Czechia,347978.0,336030.0
1043,America,North America,Côte d'Ivoire,69569.0,73040.0
1044,America,North America,Dem People's Republic of Korea,1098.0,1168.0
1045,America,North America,Democratic Republic of the Congo,96023.0,90380.0
1046,America,North America,Denmark,205441.0,162649.0
1047,America,North America,Djibouti,3782.0,3056.0
1048,America,North America,Dominica,107565.0,89084.0
1049,America,North America,Dominican Republic,3107113.0,2378757.0
1050,America,North America,Ecuador,1269628.0,1270417.0
1051,America,North America,Egypt,556353.0,648163.0
1052,America,North America,El Salvador,3523963.0,3642539.0
1053,America,North America,Equatorial Guinea,87.0,127.0
1054,America,North America,Eritrea,109479.0,107881.0
1055,America,North America,Estonia,53000.0,48833.0
1056,America,North America,Eswatini,881.0,617.0
1057,America,North America,Ethiopia,499276.0,516861.0
1058,America,North America,Faroe Islands,359.0,1414.0
1059,America,North America,Fiji,198405.0,178670.0
1060,America,North America,Finland,127667.0,98833.0
1061,America,North America,France,799273.0,795126.0
1062,America,North America,French Guiana,403.0,388.0
1063,America,North America,French Polynesia,370.0,407.0
1064,America,North America,Gabon,1978.0,1757.0
1065,America,North America,Gambia,45576.0,44542.0
1066,America,North America,Georgia,65735.0,63562.0
1067,America,North America,Germany,2876331.0,2746644.0
1068,America,North America,Ghana,317161.0,459403.0
1069,America,North America,Gibraltar,640.0,660.0
1070,America,North America,Greece,772288.0,802904.0
1071,America,North America,Grenada,147248.0,113655.0
1072,America,North America,Guadeloupe,1113.0,1080.0
1073,America,North America,Guatemala,2324045.0,2360094.0
1074,America,North America,Guinea,47224.0,46319.0
1075,America,North America,Guinea-Bissau,171.0,250.0
1076,America,North America,Guyana,1122990.0,994593.0
1077,America,North America,Haiti,1967677.0,1914033.0
1078,America,North America,Honduras,1584382.0,1183982.0
1079,America,North America,Hungary,470688.0,441296.0
1080,America,North America,Iceland,21219.0,21063.0
1081,America,North America,India,6247110.0,6846610.0
1082,America,North America,Indonesia,324122.0,325308.0
1083,America,North America,Iran (Islamic Republic of),1303901.0,1501292.0
1084,America,North America,Iraq,530475.0,587117.0
1085,America,North America,Ireland,701237.0,483548.0
1086,America,North America,Israel,471000.0,495736.0
1087,America,North America,Italy,2620441.0,2219304.0
1088,America,North America,Jamaica,2718499.0,2131518.0
1089,America,North America,Japan,1291652.0,1228304.0
1090,America,North America,Jordan,171947.0,271965.0
1091,America,North America,Kazakhstan,79033.0,74462.0
1092,America,North America,Kenya,310402.0,323011.0
1093,America,North America,Kuwait,107783.0,106904.0
1094,America,North America,Kyrgyzstan,18864.0,17849.0
1095,America,North America,Lao People's Democratic Republic,750430.0,760941.0
1096,America,North America,Latvia,134992.0,92113.0
1097,America,North America,Lebanon,569799.0,652755.0
1098,America,North America,Lesotho,275.0,285.0
1099,America,North America,Liberia,204813.0,187725.0
1100,America,North America,Libya,34897.0,35225.0
1101,America,North America,Lithuania,156372.0,120580.0
1102,America,North America,Luxembourg,10422.0,10219.0
1103,America,North America,Madagascar,8163.0,7130.0
1104,America,North America,Malawi,1398.0,1611.0
1105,America,North America,Malaysia,256488.0,264574.0
1106,America,North America,Mali,3490.0,3665.0
1107,America,North America,Malta,55911.0,56794.0
1108,America,North America,Marshall Islands,19453.0,19052.0
1109,America,North America,Martinique,1367.0,1309.0
1110,America,North America,Mauritania,983.0,1622.0
1111,America,North America,Mauritius,32038.0,31347.0
1112,America,North America,Mexico,30801416.0,35974445.0
1113,America,North America,Micronesia (Fed States of),23022.0,22474.0
1114,America,North America,Monaco,259.0,473.0
1115,America,North America,Mongolia,2287.0,1900.0
1116,America,North America,Montenegro,2710.0,2653.0
1117,America,North America,Montserrat,21991.0,17135.0
1118,America,North America,Morocco,313159.0,286445.0
1119,America,North America,Mozambique,3120.0,2926.0
1120,America,North America,Myanmar,258279.0,251396.0
1121,America,North America,Namibia,1904.0,1606.0
1122,America,North America,Nepal,178137.0,181050.0
1123,America,North America,Netherlands,684079.0,629306.0
1124,America,North America,New Caledonia,398.0,395.0
1125,America,North America,New Zealand,139592.0,101031.0
1126,America,North America,Nicaragua,895758.0,822174.0
1127,America,North America,Niger,1453.0,1666.0
1128,America,North America,Nigeria,665275.0,747301.0
1129,America,North America,North Macedonia,101503.0,98526.0
1130,America,North America,Norway,150768.0,113947.0
1131,America,North America,Oman,2645.0,2759.0
1132,America,North America,Pakistan,1199247.0,1341589.0
1133,America,North America,Panama,384526.0,374028.0
1134,America,North America,Papua New Guinea,815.0,679.0
1135,America,North America,Paraguay,117306.0,65483.0
1136,America,North America,Peru,1478390.0,1087510.0
1137,America,North America,Philippines,7968098.0,5172034.0
1138,America,North America,Poland,2203209.0,1894191.0
1139,America,North America,Portugal,1182917.0,1093763.0
1140,America,North America,Puerto Rico,5973838.0,5023888.0
1141,America,North America,Qatar,4311.0,4478.0
1142,America,North America,Republic of Korea,3572968.0,3404655.0
1143,America,North America,Republic of Moldova,126994.0,123186.0
1144,America,North America,Romania,759701.0,685758.0
1145,America,North America,Russian Federation,1477183.0,1358927.0
1146,America,North America,Rwanda,11690.0,10192.0
1147,America,North America,Réunion,535.0,526.0
1148,America,North America,Saint Kitts and Nevis,61512.0,48448.0
1149,America,North America,Saint Lucia,80676.0,59769.0
1150,America,North America,Saint Pierre and Miquelon,1031.0,1036.0
1151,America,North America,Saint Vincent and the Grenadines,104215.0,99001.0
1152,America,North America,Samoa,57620.0,56148.0
1153,America,North America,Saudi Arabia,200303.0,168330.0
1154,America,North America,Senegal,88100.0,95671.0
1155,America,North America,Serbia,131483.0,126509.0
1156,America,North America,Seychelles,19721.0,18456.0
1157,America,North America,Sierra Leone,105942.0,96124.0
1158,America,North America,Singapore,137332.0,101154.0
1159,America,North America,Sint Maarten (Dutch part),1168.0,979.0
1160,America,North America,Slovakia,38588.0,35446.0
1161,America,North America,Slovenia,51359.0,47963.0
1162,America,North America,Somalia,301825.0,285150.0
1163,America,North America,South Africa,380272.0,360147.0
1164,America,North America,South Sudan,5241.0,6165.0
1165,America,North America,Spain,494736.0,219778.0
1166,America,North America,Sri Lanka,413714.0,407973.0
1167,America,North America,State of Palestine,127177.0,126452.0
1168,America,North America,Sudan,130511.0,122270.0
1169,America,North America,Suriname,39238.0,33929.0
1170,America,North America,Sweden,237032.0,169109.0
1171,America,North America,Switzerland,229695.0,183157.0
1172,America,North America,Syrian Arab Republic,293707.0,310968.0
1173,America,North America,Tajikistan,14063.0,13690.0
1174,America,North America,Thailand,937930.0,525782.0
1175,America,North America,Togo,4596.0,5979.0
1176,America,North America,Tonga,60762.0,56784.0
1177,America,North America,Trinidad and Tobago,1052285.0,783777.0
1178,America,North America,Tunisia,169109.0,172696.0
1179,America,North America,Turkey,725435.0,582829.0
1180,America,North America,Turkmenistan,6497.0,5484.0
1181,America,North America,Turks and Caicos Islands,557.0,357.0
1182,America,North America,Uganda,138415.0,110298.0
1183,America,North America,Ukraine,1258662.0,1186972.0
1184,America,North America,United Arab Emirates,59866.0,66060.0
1185,America,North America,United Kingdom,4271260.0,4078462.0
1186,America,North America,United Republic of Tanzania,154849.0,152083.0
1187,America,North America,United States Virgin Islands,158.0,174.0
1188,America,North America,United States of America,824461.0,722569.0
1189,America,North America,Uruguay,177181.0,127419.0
1190,America,North America,Uzbekistan,134038.0,129188.0
1191,America,North America,Venezuela (Bolivarian Republic of),676213.0,441908.0
1192,America,North America,Viet Nam,4094278.0,4148599.0
1193,America,South America,Armenia,2371.0,2519.0
1194,America,South America,Aruba,2819.0,2469.0
1195,America,South America,Australia,12509.0,14789.0
1196,America,South America,Austria,28037.0,24752.0
1197,America,South America,Azerbaijan,25.0,9.0
1198,America,South America,Bahamas,168.0,197.0
1199,America,South America,Bahrain,31.0,194.0
1200,America,South America,Bangladesh,13.0,354.0
1201,America,South America,Barbados,1192.0,1160.0
1202,America,South America,Belarus,1291.0,1081.0
1203,America,South America,Belgium,19604.0,24310.0
1204,America,South America,Belize,2809.0,2972.0
1205,America,South America,Benin,36.0,82.0
1206,America,South America,Bermuda,32.0,61.0
1207,America,South America,Bhutan,0.0,54.0
1208,America,South America,Bolivia (Plurinational State of),1024432.0,1033725.0
1209,America,South America,"Bonaire, Sint Eustatius and Saba",231.0,218.0
1210,America,South America,Bosnia and Herzegovina,281.0,314.0
1211,America,South America,Botswana,33.0,34.0
1212,America,South America,Brazil,651043.0,650708.0
1213,America,South America,Brunei Darussalam,531.0,48.0
1214,America,South America,Bulgaria,4066.0,4732.0
1215,America,South America,Burkina Faso,133.0,64.0
1216,America,South America,Burundi,12.0,112.0
1217,America,South America,Cabo Verde,3032.0,2347.0
1218,America,South America,Cambodia,134.0,178.0
1219,America,South America,Cameroon,340.0,551.0
1220,America,South America,Canada,45430.0,56210.0
1221,America,South America,Cayman Islands,25.0,12.0
1222,America,South America,Central African Republic,85.0,185.0
1223,America,South America,Chad,147.0,73.0
1224,America,South America,Chile,731692.0,734975.0
1225,America,South America,China,172222.0,233791.0
1226,America,South America,"China, Hong Kong SAR",2067.0,2987.0
1227,America,South America,"China, Macao SAR",80.0,74.0
1228,America,South America,Colombia,3362761.0,3109082.0
1229,America,South America,Comoros,8.0,9.0
1230,America,South America,Congo,234.0,569.0
1231,America,South America,Cook Islands,19.0,8.0
1232,America,South America,Costa Rica,16736.0,15104.0
1233,America,South America,Croatia,8764.0,9736.0
1234,America,South America,Cuba,70486.0,78999.0
1235,America,South America,Curaçao,3276.0,2974.0
1236,America,South America,Cyprus,298.0,323.0
1237,America,South America,Czechia,14354.0,12143.0
1238,America,South America,Côte d'Ivoire,419.0,1062.0
1239,America,South America,Dem People's Republic of Korea,2445.0,3108.0
1240,America,South America,Democratic Republic of the Congo,148.0,423.0
1241,America,South America,Denmark,5508.0,7222.0
1242,America,South America,Dominica,3601.0,1825.0
1243,America,South America,Dominican Republic,74570.0,46192.0
1244,America,South America,Ecuador,236560.0,226375.0
1245,America,South America,Egypt,14898.0,17106.0
1246,America,South America,El Salvador,9195.0,9669.0
1247,America,South America,Equatorial Guinea,171.0,79.0
1248,America,South America,Eritrea,100.0,106.0
1249,America,South America,Estonia,1400.0,853.0
1250,America,South America,Eswatini,6.0,21.0
1251,America,South America,Ethiopia,279.0,311.0
1252,America,South America,Falkland Islands (Malvinas),115.0,141.0
1253,America,South America,Faroe Islands,19.0,8.0
1254,America,South America,Fiji,55.0,68.0
1255,America,South America,Finland,3587.0,3399.0
1256,America,South America,France,167074.0,199902.0
1257,America,South America,French Guiana,2460.0,3176.0
1258,America,South America,French Polynesia,67.0,32.0
1259,America,South America,Gabon,33.0,161.0
1260,America,South America,Gambia,24.0,142.0
1261,America,South America,Georgia,17799.0,16405.0
1262,America,South America,Germany,189810.0,204653.0
1263,America,South America,Ghana,187.0,564.0
1264,America,South America,Gibraltar,117.0,58.0
1265,America,South America,Greece,15504.0,20333.0
1266,America,South America,Greenland,128.0,56.0
1267,America,South America,Grenada,1730.0,1157.0
1268,America,South America,Guadeloupe,7082.0,7949.0
1269,America,South America,Guam,16.0,33.0
1270,America,South America,Guatemala,7402.0,7152.0
1271,America,South America,Guinea,148.0,170.0
1272,America,South America,Guinea-Bissau,1274.0,2557.0
1273,America,South America,Guyana,73552.0,76723.0
1274,America,South America,Haiti,106169.0,122228.0
1275,America,South America,Holy See,39.0,16.0
1276,America,South America,Honduras,7220.0,6407.0
1277,America,South America,Hungary,22545.0,19295.0
1278,America,South America,Iceland,788.0,1481.0
1279,America,South America,India,7697.0,14402.0
1280,America,South America,Indonesia,2971.0,2742.0
1281,America,South America,Iran (Islamic Republic of),2763.0,4446.0
1282,America,South America,Iraq,1245.0,2436.0
1283,America,South America,Ireland,2919.0,4189.0
1284,America,South America,Isle of Man,0.0,6.0
1285,America,South America,Israel,17148.0,24668.0
1286,America,South America,Italy,952789.0,1030386.0
1287,America,South America,Jamaica,1706.0,2372.0
1288,America,South America,Japan,271015.0,289510.0
1289,America,South America,Jordan,3076.0,6791.0
1290,America,South America,Kazakhstan,172.0,87.0
1291,America,South America,Kenya,317.0,179.0
1292,America,South America,Kiribati,124.0,219.0
1293,America,South America,Kuwait,373.0,469.0
1294,America,South America,Kyrgyzstan,39.0,29.0
1295,America,South America,Lao People's Democratic Republic,4111.0,3980.0
1296,America,South America,Latvia,1872.0,1113.0
1297,America,South America,Lebanon,70056.0,110465.0
1298,America,South America,Lesotho,53.0,94.0
1299,America,South America,Liberia,79.0,122.0
1300,America,South America,Libya,724.0,1185.0
1301,America,South America,Liechtenstein,212.0,448.0
1302,America,South America,Lithuania,5442.0,2880.0
1303,America,South America,Luxembourg,779.0,584.0
1304,America,South America,Madagascar,216.0,103.0
1305,America,South America,Malawi,31.0,54.0
1306,America,South America,Malaysia,700.0,746.0
1307,America,South America,Maldives,32.0,13.0
1308,America,South America,Mali,603.0,496.0
1309,America,South America,Malta,73.0,380.0
1310,America,South America,Martinique,14494.0,14830.0
1311,America,South America,Mauritania,6.0,23.0
1312,America,South America,Mauritius,0.0,25.0
1313,America,South America,Mayotte,0.0,11.0
1314,America,South America,Mexico,91366.0,90218.0
1315,America,South America,Micronesia (Fed States of),36.0,7.0
1316,America,South America,Monaco,411.0,226.0
1317,America,South America,Mongolia,10.0,6.0
1318,America,South America,Montenegro,944.0,893.0
1319,America,South America,Montserrat,7.0,19.0
1320,America,South America,Morocco,6240.0,7190.0
1321,America,South America,Mozambique,5129.0,5781.0
1322,America,South America,Myanmar,23.0,99.0
1323,America,South America,Namibia,75.0,185.0
1324,America,South America,Nauru,29.0,54.0
1325,America,South America,Nepal,72.0,242.0
1326,America,South America,Netherlands,27719.0,42065.0
1327,America,South America,New Caledonia,19.0,35.0
1328,America,South America,New Zealand,2168.0,2793.0
1329,America,South America,Nicaragua,14757.0,13361.0
1330,America,South America,Niger,55.0,122.0
1331,America,South America,Nigeria,1499.0,4220.0
1332,America,South America,Niue,107.0,80.0
1333,America,South America,North Macedonia,16260.0,14921.0
1334,America,South America,Northern Mariana Islands,33.0,62.0
1335,America,South America,Norway,4571.0,6274.0
1336,America,South America,Oman,81.0,95.0
1337,America,South America,Pakistan,1288.0,3459.0
1338,America,South America,Palau,35.0,61.0
1339,America,South America,Panama,20115.0,20334.0
1340,America,South America,Papua New Guinea,20.0,39.0
1341,America,South America,Paraguay,1552264.0,1247745.0
1342,America,South America,Peru,943367.0,826334.0
1343,America,South America,Philippines,3395.0,5091.0
1344,America,South America,Poland,83911.0,73450.0
1345,America,South America,Portugal,867628.0,983604.0
1346,America,South America,Puerto Rico,6912.0,6617.0
1347,America,South America,Qatar,234.0,141.0
1348,America,South America,Republic of Korea,64431.0,65821.0
1349,America,South America,Republic of Moldova,1939.0,1554.0
1350,America,South America,Romania,28688.0,25081.0
1351,America,South America,Russian Federation,45493.0,32675.0
1352,America,South America,Rwanda,24.0,92.0
1353,America,South America,Réunion,1380.0,1254.0
1354,America,South America,Saint Helena,3048.0,2269.0
1355,America,South America,Saint Kitts and Nevis,89.0,182.0
1356,America,South America,Saint Lucia,6495.0,6498.0
1357,America,South America,Saint Pierre and Miquelon,0.0,27.0
1358,America,South America,Saint Vincent and the Grenadines,1335.0,1516.0
1359,America,South America,San Marino,158.0,117.0
1360,America,South America,Sao Tome and Principe,221.0,134.0
1361,America,South America,Saudi Arabia,4001.0,8361.0
1362,America,South America,Senegal,160.0,716.0
1363,America,South America,Serbia,3750.0,3181.0
1364,America,South America,Seychelles,0.0,103.0
1365,America,South America,Sierra Leone,0.0,39.0
1366,America,South America,Singapore,634.0,664.0
1367,America,South America,Sint Maarten (Dutch part),1099.0,991.0
1368,America,South America,Slovakia,951.0,890.0
1369,America,South America,Slovenia,4051.0,4109.0
1370,America,South America,Solomon Islands,3.0,0.0
1371,America,South America,Somalia,98.0,74.0
1372,America,South America,South Africa,4390.0,7401.0
1373,America,South America,Spain,992590.0,974552.0
1374,America,South America,Sri Lanka,38.0,86.0
1375,America,South America,State of Palestine,5487.0,6976.0
1376,America,South America,Sudan,45.0,76.0
1377,America,South America,Suriname,93325.0,87273.0
1378,America,South America,Sweden,13702.0,15415.0
1379,America,South America,Switzerland,27266.0,40520.0
1380,America,South America,Syrian Arab Republic,58016.0,84136.0
1381,America,South America,Tajikistan,12.0,47.0
1382,America,South America,Thailand,1566.0,1586.0
1383,America,South America,Timor-Leste,174.0,0.0
1384,America,South America,Togo,138.0,134.0
1385,America,South America,Tonga,2233.0,1030.0
1386,America,South America,Trinidad and Tobago,13469.0,12749.0
1387,America,South America,Tunisia,301.0,636.0
1388,America,South America,Turkey,7667.0,8019.0
1389,America,South America,Turkmenistan,75.0,29.0
1390,America,South America,Turks and Caicos Islands,1.0,27.0
1391,America,South America,Tuvalu,14.0,14.0
1392,America,South America,Uganda,114.0,161.0
1393,America,South America,Ukraine,18057.0,15098.0
1394,America,South America,United Arab Emirates,98.0,357.0
1395,America,South America,United Kingdom,55111.0,67628.0
1396,America,South America,United Republic of Tanzania,211.0,268.0
1397,America,South America,United States Virgin Islands,0.0,13.0
1398,America,South America,United States of America,313833.0,360643.0
1399,America,South America,Uruguay,468430.0,457916.0
1400,America,South America,Uzbekistan,158.0,63.0
1401,America,South America,Vanuatu,709.0,726.0
1402,America,South America,Venezuela (Bolivarian Republic of),1130400.0,1132132.0
1403,America,South America,Viet Nam,360.0,584.0
1404,Asia,Central Asia,Armenia,82238.0,84734.0
1405,Asia,Central Asia,Austria,273.0,229.0
1406,Asia,Central Asia,Azerbaijan,209198.0,225149.0
1407,Asia,Central Asia,Belarus,323513.0,286494.0
1408,Asia,Central Asia,Brunei Darussalam,94.0,96.0
1409,Asia,Central Asia,Canada,187.0,204.0
1410,Asia,Central Asia,China,4341.0,4961.0
1411,Asia,Central Asia,Dem People's Republic of Korea,93894.0,94302.0
1412,Asia,Central Asia,Denmark,442.0,583.0
1413,Asia,Central Asia,Estonia,5022.0,3869.0
1414,Asia,Central Asia,Finland,515.0,747.0
1415,Asia,Central Asia,Georgia,26394.0,27232.0
1416,Asia,Central Asia,Germany,69830.0,55247.0
1417,Asia,Central Asia,India,2020.0,2818.0
1418,Asia,Central Asia,Iran (Islamic Republic of),11787.0,11567.0
1419,Asia,Central Asia,Iraq,238.0,257.0
1420,Asia,Central Asia,Kazakhstan,242356.0,191740.0
1421,Asia,Central Asia,Kyrgyzstan,79574.0,73807.0
1422,Asia,Central Asia,Latvia,6818.0,5519.0
1423,Asia,Central Asia,Lithuania,22347.0,20050.0
1424,Asia,Central Asia,Netherlands,248.0,150.0
1425,Asia,Central Asia,New Zealand,455.0,403.0
1426,Asia,Central Asia,Niger,95.0,88.0
1427,Asia,Central Asia,Oman,151.0,138.0
1428,Asia,Central Asia,Pakistan,441.0,430.0
1429,Asia,Central Asia,Poland,17958.0,10888.0
1430,Asia,Central Asia,Republic of Korea,71455.0,71001.0
1431,Asia,Central Asia,Republic of Moldova,43990.0,40326.0
1432,Asia,Central Asia,Romania,1993.0,1640.0
1433,Asia,Central Asia,Russian Federation,11148808.0,9182418.0
1434,Asia,Central Asia,Switzerland,197.0,217.0
1435,Asia,Central Asia,Tajikistan,138030.0,123101.0
1436,Asia,Central Asia,Turkey,74773.0,79994.0
1437,Asia,Central Asia,Turkmenistan,11312.0,10963.0
1438,Asia,Central Asia,Ukraine,1450158.0,1241609.0
1439,Asia,Central Asia,United Kingdom,841.0,1623.0
1440,Asia,Central Asia,United States Virgin Islands,95.0,88.0
1441,Asia,Central Asia,United States of America,1050.0,1101.0
1442,Asia,Central Asia,Uzbekistan,781258.0,767724.0
1443,Asia,Central Asia,Viet Nam,538.0,623.0
1444,Asia,Eastern Asia,Australia,65164.0,80408.0
1445,Asia,Eastern Asia,Austria,1880.0,1624.0
1446,Asia,Eastern Asia,Bangladesh,41412.0,83557.0
1447,Asia,Eastern Asia,Belgium,2244.0,1921.0
1448,Asia,Eastern Asia,Brazil,766331.0,745769.0
1449,Asia,Eastern Asia,Bulgaria,14.0,43.0
1450,Asia,Eastern Asia,Cambodia,29727.0,29767.0
1451,Asia,Eastern Asia,Canada,95866.0,140530.0
1452,Asia,Eastern Asia,China,10297236.0,9364827.0
1453,Asia,Eastern Asia,"China, Hong Kong SAR",263691.0,415118.0
1454,Asia,Eastern Asia,"China, Macao SAR",252177.0,232489.0
1455,Asia,Eastern Asia,Czechia,34.0,48.0
1456,Asia,Eastern Asia,Dem People's Republic of Korea,714.0,1543.0
1457,Asia,Eastern Asia,Denmark,2014.0,1740.0
1458,Asia,Eastern Asia,Egypt,4865.0,4071.0
1459,Asia,Eastern Asia,Finland,2255.0,1918.0
1460,Asia,Eastern Asia,France,36899.0,39464.0
1461,Asia,Eastern Asia,Germany,25503.0,31947.0
1462,Asia,Eastern Asia,Ghana,6160.0,5198.0
1463,Asia,Eastern Asia,Hungary,17.0,18.0
1464,Asia,Eastern Asia,India,134653.0,135195.0
1465,Asia,Eastern Asia,Indonesia,843899.0,328989.0
1466,Asia,Eastern Asia,Iran (Islamic Republic of),18751.0,16062.0
1467,Asia,Eastern Asia,Ireland,5434.0,5425.0
1468,Asia,Eastern Asia,Italy,10451.0,9821.0
1469,Asia,Eastern Asia,Japan,123133.0,88098.0
1470,Asia,Eastern Asia,Kazakhstan,4288.0,5514.0
1471,Asia,Eastern Asia,Kyrgyzstan,2537.0,3442.0
1472,Asia,Eastern Asia,Lao People's Democratic Republic,2.0,16.0
1473,Asia,Eastern Asia,Malaysia,83439.0,79564.0
1474,Asia,Eastern Asia,Mexico,6577.0,5562.0
1475,Asia,Eastern Asia,Mongolia,34339.0,48168.0
1476,Asia,Eastern Asia,Myanmar,1166.0,15074.0
1477,Asia,Eastern Asia,Nepal,32667.0,56568.0
1478,Asia,Eastern Asia,Netherlands,5705.0,6762.0
1479,Asia,Eastern Asia,New Zealand,17311.0,23952.0
1480,Asia,Eastern Asia,Nigeria,8926.0,10478.0
1481,Asia,Eastern Asia,North Macedonia,5.0,52.0
1482,Asia,Eastern Asia,Norway,1553.0,1339.0
1483,Asia,Eastern Asia,Pakistan,57876.0,97187.0
1484,Asia,Eastern Asia,Peru,176266.0,159314.0
1485,Asia,Eastern Asia,Philippines,1482114.0,831547.0
1486,Asia,Eastern Asia,Poland,3677.0,3109.0
1487,Asia,Eastern Asia,Portugal,9340.0,10779.0
1488,Asia,Eastern Asia,Republic of Korea,2338009.0,2419855.0
1489,Asia,Eastern Asia,Russian Federation,51696.0,37839.0
1490,Asia,Eastern Asia,Singapore,38168.0,31117.0
1491,Asia,Eastern Asia,Slovakia,9.0,16.0
1492,Asia,Eastern Asia,South Africa,3931.0,2962.0
1493,Asia,Eastern Asia,Spain,7864.0,6773.0
1494,Asia,Eastern Asia,Sri Lanka,50049.0,100412.0
1495,Asia,Eastern Asia,Sweden,5052.0,4256.0
1496,Asia,Eastern Asia,Switzerland,5155.0,6140.0
1497,Asia,Eastern Asia,Thailand,275104.0,225115.0
1498,Asia,Eastern Asia,Turkey,530.0,617.0
1499,Asia,Eastern Asia,United Kingdom,109027.0,142043.0
1500,Asia,Eastern Asia,United States of America,323702.0,459817.0
1501,Asia,Eastern Asia,Uruguay,9.0,17.0
1502,Asia,Eastern Asia,Uzbekistan,21286.0,62368.0
1503,Asia,Eastern Asia,Viet Nam,496751.0,526450.0
1504,Asia,South-Eastern Asia,Armenia,361.0,373.0
1505,Asia,South-Eastern Asia,Aruba,143.0,188.0
1506,Asia,South-Eastern Asia,Australia,68308.0,87993.0
1507,Asia,South-Eastern Asia,Austria,2090.0,2639.0
1508,Asia,South-Eastern Asia,Bahrain,7787.0,7756.0
1509,Asia,South-Eastern Asia,Bangladesh,763273.0,1081286.0
1510,Asia,South-Eastern Asia,Belgium,1741.0,1577.0
1511,Asia,South-Eastern Asia,Bolivia (Plurinational State of),624.0,694.0
1512,Asia,South-Eastern Asia,Brazil,4751.0,4545.0
1513,Asia,South-Eastern Asia,Brunei Darussalam,14476.0,20755.0
1514,Asia,South-Eastern Asia,Cabo Verde,11.0,430.0
1515,Asia,South-Eastern Asia,Cambodia,1487186.0,1343502.0
1516,Asia,South-Eastern Asia,Canada,25907.0,31943.0
1517,Asia,South-Eastern Asia,Chile,288.0,208.0
1518,Asia,South-Eastern Asia,China,2196845.0,2015264.0
1519,Asia,South-Eastern Asia,"China, Hong Kong SAR",181072.0,145008.0
1520,Asia,South-Eastern Asia,"China, Macao SAR",61323.0,44227.0
1521,Asia,South-Eastern Asia,Colombia,308.0,534.0
1522,Asia,South-Eastern Asia,Congo,130.0,2752.0
1523,Asia,South-Eastern Asia,Costa Rica,14.0,204.0
1524,Asia,South-Eastern Asia,Cuba,285.0,267.0
1525,Asia,South-Eastern Asia,Côte d'Ivoire,25.0,32.0
1526,Asia,South-Eastern Asia,Dem People's Republic of Korea,18257.0,19519.0
1527,Asia,South-Eastern Asia,Democratic Republic of the Congo,76.0,83.0
1528,Asia,South-Eastern Asia,Denmark,2731.0,4215.0
1529,Asia,South-Eastern Asia,Ecuador,1235.0,1265.0
1530,Asia,South-Eastern Asia,Egypt,583.0,586.0
1531,Asia,South-Eastern Asia,Ethiopia,3.0,3.0
1532,Asia,South-Eastern Asia,Finland,476.0,660.0
1533,Asia,South-Eastern Asia,France,5490.0,11140.0
1534,Asia,South-Eastern Asia,Germany,9030.0,23716.0
1535,Asia,South-Eastern Asia,Ghana,2.0,138.0
1536,Asia,South-Eastern Asia,Greece,404.0,543.0
1537,Asia,South-Eastern Asia,Guam,2757.0,2328.0
1538,Asia,South-Eastern Asia,Guatemala,369.0,254.0
1539,Asia,South-Eastern Asia,Hungary,206.0,762.0
1540,Asia,South-Eastern Asia,Iceland,54.0,210.0
1541,Asia,South-Eastern Asia,India,727470.0,918122.0
1542,Asia,South-Eastern Asia,Indonesia,2642819.0,3740001.0
1543,Asia,South-Eastern Asia,Iran (Islamic Republic of),2164.0,1951.0
1544,Asia,South-Eastern Asia,Iraq,1787.0,2684.0
1545,Asia,South-Eastern Asia,Ireland,716.0,1044.0
1546,Asia,South-Eastern Asia,Israel,1533.0,1461.0
1547,Asia,South-Eastern Asia,Italy,4998.0,6984.0
1548,Asia,South-Eastern Asia,Japan,116612.0,187487.0
1549,Asia,South-Eastern Asia,Jordan,21956.0,30025.0
1550,Asia,South-Eastern Asia,Kenya,358.0,308.0
1551,Asia,South-Eastern Asia,Kuwait,318.0,408.0
1552,Asia,South-Eastern Asia,Lao People's Democratic Republic,2170186.0,1736939.0
1553,Asia,South-Eastern Asia,Lebanon,355.0,371.0
1554,Asia,South-Eastern Asia,Liberia,1.0,3.0
1555,Asia,South-Eastern Asia,Libya,18121.0,19519.0
1556,Asia,South-Eastern Asia,Malaysia,3061871.0,2359243.0
1557,Asia,South-Eastern Asia,Mexico,268.0,430.0
1558,Asia,South-Eastern Asia,Myanmar,3928651.0,5045386.0
1559,Asia,South-Eastern Asia,Nepal,741195.0,987394.0
1560,Asia,South-Eastern Asia,Netherlands,11830.0,20435.0
1561,Asia,South-Eastern Asia,New Zealand,23327.0,22890.0
1562,Asia,South-Eastern Asia,Nigeria,560.0,704.0
1563,Asia,South-Eastern Asia,Norway,4449.0,5068.0
1564,Asia,South-Eastern Asia,Oman,1097.0,1124.0
1565,Asia,South-Eastern Asia,Pakistan,353530.0,468025.0
1566,Asia,South-Eastern Asia,Palau,1231.0,1024.0
1567,Asia,South-Eastern Asia,Papua New Guinea,461.0,414.0
1568,Asia,South-Eastern Asia,Peru,646.0,629.0
1569,Asia,South-Eastern Asia,Philippines,468563.0,432808.0
1570,Asia,South-Eastern Asia,Poland,328.0,166.0
1571,Asia,South-Eastern Asia,Portugal,2133.0,2472.0
